ARTICLE,ID
Sugar,82329
Bread,82328
Bread,82327
Coffee,82327
Tea,82327
Sugar,82326
Tea,82325
Tea,82324
Bread,82323
Tea,82323
Fruits,82322
Tea,82321
Tea,82320
Tea,82319
Beer,82318
Bread,82317
Tea,82317
Bread,82316
Tea,82315
Sugar,82314
Bread,82313
Fruits,82313
Beer,82313
Sugar,82313
Bread,82312
Tea,82312
Sugar,82312
Bread,82311
Milk,82310
Milk,82309
Bread,82308
Beer,82308
Beer,82307
Bread,82306
Tea,82306
Sugar,82306
Tea,82305
Tea,82304
Bread,82303
Milk,82303
Tea,82303
Beer,82302
Sugar,82301
Tea,82300
Sugar,82299
Milk,82298
Sugar,82298
Sugar,82297
Sugar,82296
Sugar,82295
Tea,82294
Tea,82292
Sugar,82291
Tea,82290
Sugar,82290
Tea,82289
Tea,82288
Tea,82287
Bread,82286
Tea,82286
Coffee,82285
Milk,82285
Tea,82285
Sugar,82285
Bread,82284
Bread,82283
Sugar,82282
Bread,82281
Milk,82281
Tea,82281
Sugar,82281
Coffee,82280
Milk,82280
Sugar,82280
Fruits,82279
Sugar,82279
Bread,82278
Tea,82277
Tea,82276
Tea,82275
Fruits,82274
Milk,82274
Tea,82274
Sugar,82274
Tea,82273
Fruits,82272
Sugar,82272
Bread,82271
Tea,82270
Beer,82269
Sugar,82268
Bread,82267
Tea,82267
Bread,82266
Tea,82266
Sugar,82266
Tea,82265
Sugar,82265
Milk,82264
Tea,82264
Sugar,82264
Milk,82263
Beer,82262
Tea,82261
Milk,82260
Tea,82260
Bread,82259
Milk,82258
Milk,82257
Sugar,82257
Tea,82256
Bread,82255
Vegetables,82255
Tea,82254
Coffee,82253
Sugar,82253
Bread,82252
Bread,82251
Sugar,82251
Bread,82250
Beer,82250
Milk,82250
Tea,82250
Sugar,82250
Tea,82249
Beer,82248
Bread,82247
Beer,82247
Bread,82246
Milk,82246
Tea,82246
Fruits,82245
Bread,82244
Tea,82244
Bread,82243
Tea,82242
Bread,82241
Bread,82240
Fruits,82239
Beer,82239
Sugar,82239
Sugar,82238
Bread,82237
Bread,82236
Tea,82236
Tea,82235
Bread,82234
Bread,82233
Bread,82232
Tea,82231
Tea,82230
Milk,82229
Sugar,82228
Sugar,82227
Milk,82226
Tea,82226
Sugar,82226
Tea,82225
Tea,82224
Bread,82223
Milk,82223
Sugar,82223
Fruits,82222
Bread,82221
Tea,82221
Bread,82220
Fruits,82220
Milk,82220
Tea,82220
Sugar,82220
Coffee,82219
Sugar,82219
Bread,82218
Tea,82218
Tea,82217
Bread,82216
Tea,82216
Sugar,82216
Fruits,82215
Milk,82214
Fruits,82213
Bread,82212
Tea,82212
Milk,82211
Tea,82210
Tea,82209
Tea,82208
Sugar,82208
Tea,82207
Bread,82206
Vegetables,82206
Sugar,82205
Milk,82204
Sugar,82204
Bread,82203
Fruits,82203
Tea,82203
Bread,82202
Milk,82202
Tea,82202
Sugar,82202
Tea,82201
Coffee,82200
Tea,82200
Tea,82199
Bread,82198
Fruits,82197
Tea,82195
Bread,82194
Milk,82193
Sugar,82193
Coffee,82192
Fruits,82192
Milk,82192
Sugar,82192
Bread,82191
Tea,82191
Sugar,82191
Sugar,82190
Bread,82189
Bread,82188
Coffee,82188
Milk,82188
Sugar,82188
Sugar,82187
Bread,82186
Sugar,82186
Bread,82185
Milk,82185
Tea,82184
Tea,82183
Milk,82182
Milk,82181
Coffee,82180
Milk,82180
Bread,82179
Milk,82179
Tea,82179
Tea,82178
Bread,82177
Milk,82177
Tea,82176
Bread,82175
Sugar,82174
Bread,82173
Bread,82172
Sugar,82172
Bread,82171
Tea,82171
Bread,82170
Tea,82170
Bread,82169
Fruits,82168
Bread,82167
Coffee,82167
Beer,82167
Tea,82167
Bread,82166
Tea,82166
Sugar,82166
Bread,82165
Tea,82165
Bread,82164
Tea,82164
Bread,82163
Tea,82163
Coffee,82162
Milk,82162
Sugar,82162
Milk,82161
Tea,82161
Beer,82160
Bread,82159
Tea,82159
Tea,82158
Milk,82157
Sugar,82156
Milk,82155
Sugar,82155
Milk,82154
Bread,82153
Fruits,82152
Tea,82151
Tea,82150
Tea,82149
Milk,82148
Tea,82148
Bread,82147
Tea,82147
Tea,82146
Bread,82145
Tea,82145
Milk,82144
Fruits,82143
Milk,82142
Tea,82141
Coffee,82140
Sugar,82140
Fruits,82139
Bread,82138
Milk,82137
Sugar,82137
Bread,82136
Bread,82135
Sugar,82134
Tea,82133
Tea,82132
Sugar,82132
Tea,82131
Sugar,82131
Sugar,82130
Fruits,82129
Beer,82128
Tea,82127
Bread,82126
Milk,82126
Tea,82126
Sugar,82126
Bread,82125
Milk,82125
Sugar,82124
Bread,82123
Sugar,82123
Beer,82122
Milk,82121
Tea,82121
Milk,82120
Bread,82119
Milk,82119
Tea,82119
Sugar,82119
Tea,82118
Tea,82117
Coffee,82116
Tea,82115
Coffee,82114
Sugar,82114
Coffee,82113
Sugar,82113
Sugar,82112
Tea,82111
Bread,82110
Bread,82109
Tea,82108
Tea,82107
Sugar,82106
Sugar,82105
Milk,82104
Sugar,82104
Fruits,82103
Tea,82102
Tea,82101
Tea,82100
Tea,82099
Tea,82098
Coffee,82097
Fruits,82097
Milk,82097
Bread,82096
Coffee,82096
Milk,82096
Tea,82096
Milk,82095
Tea,82095
Tea,82094
Tea,82093
Sugar,82093
Bread,82092
Bread,82091
Tea,82091
Bread,82090
Beer,82090
Coffee,82089
Bread,82088
Tea,82087
Tea,82086
Tea,82085
Sugar,82085
Tea,82084
Bread,82083
Tea,82083
Bread,82082
Bread,82081
Tea,82081
Sugar,82081
Tea,82080
Coffee,82079
Tea,82079
Tea,82078
Sugar,82077
Bread,82075
Coffee,82075
Vegetables,82075
Tea,82075
Tea,82074
Bread,82073
Bread,82072
Tea,82072
Bread,82071
Milk,82071
Tea,82071
Bread,82070
Beer,82069
Bread,82066
Vegetables,82066
Fruits,78288
Milk,78288
Tea,78287
Milk,78286
Coffee,78285
Bread,78284
Vegetables,78284
Milk,78283
Sugar,78283
Bread,78282
Tea,78281
Bread,78280
Milk,78279
Tea,78279
Bread,78278
Milk,78278
Sugar,78278
Fruits,78277
Bread,78276
Milk,78275
Sugar,78275
Milk,78274
Sugar,78274
Sugar,78273
Sugar,78272
Tea,78271
Tea,78270
Beer,78269
Bread,78268
Fruits,78267
Coffee,78266
Tea,78265
Bread,78264
Vegetables,78264
Bread,78263
Tea,78263
Bread,78262
Tea,78262
Bread,78261
Tea,78261
Bread,78260
Tea,78260
Sugar,78259
Bread,78258
Milk,78257
Bread,78256
Beer,78255
Bread,78254
Bread,78253
Tea,78253
Milk,78252
Tea,78251
Coffee,78250
Beer,78250
Milk,78249
Tea,78248
Tea,78247
Bread,78246
Tea,78246
Bread,78245
Fruits,78245
Beer,78244
Sugar,78243
Milk,78242
Tea,78241
Fruits,78240
Beer,78240
Bread,78239
Tea,78239
Bread,78238
Vegetables,78238
Tea,78238
Bread,78237
Coffee,78237
Fruits,78237
Beer,78237
Milk,78237
Tea,78237
Sugar,78237
Vegetables,78236
Fruits,78235
Fruits,78234
Beer,78233
Milk,78233
Bread,78232
Milk,78231
Tea,78230
Bread,78229
Tea,78228
Tea,78227
Bread,78226
Vegetables,78226
Milk,78225
Bread,78224
Vegetables,78224
Bread,78223
Vegetables,78223
Bread,78222
Vegetables,78222
Bread,78221
Tea,78221
Beer,78220
Bread,78219
Tea,78219
Bread,78218
Tea,78218
Tea,78217
Milk,78216
Tea,78216
Sugar,78216
Sugar,78215
Bread,78214
Milk,78214
Tea,78213
Coffee,78212
Beer,78212
Coffee,78211
Milk,78211
Bread,78210
Milk,78210
Tea,78210
Bread,78209
Fruits,78209
Milk,78209
Tea,78209
Sugar,78209
Milk,78208
Bread,78207
Tea,78207
Milk,78206
Sugar,78206
Bread,78205
Milk,78205
Sugar,78205
Coffee,78204
Sugar,78204
Coffee,78203
Tea,78203
Tea,78202
Tea,78201
Tea,78200
Bread,78199
Bread,78198
Coffee,78198
Milk,78198
Sugar,78198
Tea,78197
Tea,78196
Tea,78195
Tea,78194
Bread,78193
Bread,78192
Tea,78191
Fruits,78190
Coffee,78189
Tea,78189
Coffee,78188
Tea,78188
Tea,78187
Bread,78186
Vegetables,78186
Tea,78186
Sugar,78186
Tea,78185
Bread,78184
Vegetables,78184
Tea,78184
Sugar,78184
Bread,78183
Tea,78182
Bread,78181
Fruits,78181
Milk,78181
Tea,78181
Sugar,78181
Bread,78180
Milk,78179
Tea,78178
Tea,78177
Sugar,78176
Tea,78175
Tea,78174
Tea,78173
Sugar,78172
Coffee,78171
Tea,78171
Bread,78170
Tea,78170
Tea,78169
Milk,78168
Sugar,78168
Sugar,78167
Tea,78166
Bread,78165
Bread,78164
Tea,78164
Tea,78163
Coffee,78162
Milk,78162
Tea,78161
Sugar,78160
Bread,78159
Tea,78158
Fruits,78157
Beer,78157
Sugar,78156
Fruits,78155
Beer,78155
Tea,78154
Milk,78153
Fruits,78152
Coffee,78151
Fruits,78151
Beer,78151
Tea,78150
Tea,78149
Milk,78148
Tea,78147
Milk,78146
Tea,78146
Sugar,78146
Bread,78145
Tea,78144
Tea,78143
Sugar,78142
Milk,78141
Tea,78141
Bread,78140
Bread,78139
Milk,78139
Bread,78138
Tea,78138
Sugar,78138
Bread,78137
Beer,78136
Bread,78135
Milk,78135
Tea,78135
Sugar,78135
Bread,78134
Bread,78133
Sugar,78133
Milk,78132
Sugar,78132
Milk,78131
Beer,78130
Tea,78129
Bread,78128
Sugar,78127
Tea,78126
Milk,78125
Coffee,78124
Sugar,78124
Sugar,78123
Tea,78122
Tea,78121
Bread,78120
Tea,78119
Bread,78118
Milk,78118
Tea,78118
Bread,78117
Milk,78117
Tea,78117
Sugar,78117
Bread,78116
Tea,78116
Tea,78115
Tea,78114
Bread,78113
Tea,78113
Bread,78112
Milk,78112
Bread,78111
Milk,78111
Tea,78111
Bread,78081
Fruits,78081
Beer,78081
Tea,78081
Bread,78080
Milk,78080
Milk,78079
Bread,78078
Tea,78078
Bread,78052
Tea,78052
Sugar,78052
Coffee,78051
Bread,78050
Milk,78050
Tea,78050
Sugar,78050
Fruits,78049
Tea,78049
Tea,78048
Tea,77909
Coffee,77908
Fruits,77908
Fruits,77907
Milk,77577
Sugar,77577
Tea,77568
Bread,77567
Coffee,77566
Tea,77565
Sugar,77564
Milk,77563
Tea,77563
Milk,77527
Tea,77527
Sugar,77527
Sugar,77522
Bread,77514
Tea,77514
Tea,77477
Tea,77476
Sugar,77470
Bread,77467
Beer,77466
Sugar,77466
Sugar,77465
Bread,77464
Milk,77464
Tea,77464
Sugar,77464
Tea,77463
Sugar,77463
Bread,77462
Bread,77461
Fruits,77461
Bread,77460
Milk,77460
Bread,77459
Beer,77458
Sugar,77457
Fruits,77448
Beer,77447
Tea,77297
Tea,77296
Tea,77295
Tea,77294
Sugar,77293
Bread,77292
Milk,77292
Tea,77292
Tea,77290
Fruits,77289
Milk,77289
Beer,77288
Milk,77288
Fruits,77287
Tea,77286
Bread,77285
Coffee,77285
Milk,77285
Sugar,77285
Fruits,77284
Tea,77283
Vegetables,77282
Sugar,77282
Coffee,77281
Fruits,77281
Sugar,77281
Tea,77280
Bread,77279
Tea,77279
Beer,77221
Sugar,77220
Milk,77219
Beer,77218
Bread,77217
Coffee,77217
Milk,77217
Bread,77216
Tea,77216
Sugar,77216
Tea,77215
Bread,77214
Milk,77214
Tea,77213
Tea,77212
Bread,77211
Coffee,77210
Bread,77209
Milk,77209
Sugar,77209
Tea,77208
Milk,77207
Sugar,77207
Fruits,77206
Tea,77205
Milk,77204
Sugar,77203
Bread,77202
Coffee,77202
Fruits,77202
Tea,77202
Bread,77201
Fruits,77200
Tea,77199
Tea,77198
Beer,77197
Sugar,77197
Fruits,77196
Bread,77195
Tea,77195
Bread,77194
Beer,77193
Sugar,77193
Bread,77192
Bread,77191
Tea,77191
Sugar,77191
Coffee,77190
Milk,77189
Fruits,77188
Beer,77187
Milk,77186
Tea,77185
Sugar,77185
Bread,77184
Fruits,77184
Milk,77184
Tea,77184
Sugar,77184
Tea,77183
Tea,77182
Fruits,77181
Beer,77181
Tea,77181
Tea,77180
Bread,77179
Sugar,77179
Bread,77178
Coffee,77178
Fruits,77178
Tea,77178
Sugar,77178
Bread,77177
Tea,77177
Bread,77176
Tea,77176
Bread,77175
Coffee,77175
Coffee,77174
Tea,77173
Milk,77172
Bread,77171
Fruits,77170
Milk,77169
Tea,77169
Sugar,77169
Tea,77168
Bread,77167
Coffee,77167
Fruits,77167
Beer,77167
Tea,77167
Bread,77166
Fruits,77165
Bread,77164
Beer,77163
Tea,77162
Bread,77161
Bread,77160
Tea,77160
Bread,77159
Coffee,77159
Milk,77158
Milk,77157
Sugar,77157
Fruits,77156
Bread,77155
Milk,77155
Tea,77155
Sugar,77155
Tea,77154
Tea,77153
Sugar,77152
Milk,77151
Tea,77151
Sugar,77151
Bread,77150
Milk,77150
Tea,77150
Tea,77149
Bread,77148
Tea,77148
Tea,77147
Tea,77146
Tea,77145
Tea,77144
Beer,77143
Milk,77143
Tea,77142
Coffee,77141
Coffee,77140
Bread,77139
Tea,77139
Coffee,77138
Milk,77138
Bread,77137
Tea,77137
Bread,77136
Milk,77136
Tea,77136
Sugar,77136
Bread,77135
Tea,77135
Bread,77134
Milk,77134
Tea,77134
Sugar,77134
Tea,77133
Bread,77132
Milk,77132
Tea,77132
Sugar,77132
Sugar,77131
Tea,77130
Bread,77129
Vegetables,77129
Tea,77128
Coffee,77127
Milk,77127
Tea,77127
Tea,77126
Tea,77125
Tea,77124
Bread,77123
Fruits,77122
Bread,77121
Tea,77121
Tea,77120
Bread,77119
Tea,77119
Milk,77118
Sugar,77117
Sugar,77116
Tea,77115
Tea,77114
Tea,77113
Bread,77112
Tea,77112
Bread,77111
Bread,77110
Tea,77110
Sugar,77109
Tea,77108
Bread,77107
Fruits,77107
Tea,77107
Sugar,77107
Bread,77106
Sugar,77105
Bread,77104
Tea,77104
Fruits,77103
Beer,77103
Tea,77102
Sugar,77102
Beer,77101
Beer,77100
Beer,77099
Coffee,77098
Coffee,77097
Milk,77097
Bread,77096
Tea,77096
Sugar,77096
Coffee,77095
Milk,77095
Sugar,77095
Bread,77094
Milk,77093
Tea,77093
Bread,77092
Milk,77091
Bread,77090
Bread,77089
Tea,77088
Tea,77087
Coffee,77086
Fruits,77086
Tea,77085
Sugar,77084
Tea,77083
Tea,77082
Bread,77081
Vegetables,77081
Tea,77080
Tea,77079
Bread,77078
Tea,77078
Bread,77077
Beer,77076
Tea,77075
Bread,77074
Vegetables,77074
Bread,77073
Vegetables,77073
Tea,77072
Tea,77071
Bread,77070
Coffee,77070
Tea,77070
Tea,77069
Tea,77068
Tea,77067
Bread,77066
Bread,77065
Bread,77064
Sugar,77063
Sugar,77062
Bread,77061
Fruits,77061
Tea,77061
Sugar,77060
Bread,77059
Tea,77059
Tea,77058
Milk,77057
Sugar,77057
Tea,77056
Bread,77055
Tea,77055
Bread,77054
Fruits,77054
Tea,77054
Sugar,77054
Bread,77053
Milk,77053
Bread,77052
Bread,77051
Tea,77050
Beer,77049
Bread,77048
Coffee,77047
Sugar,77047
Bread,77046
Vegetables,77046
Fruits,77045
Milk,77045
Sugar,77045
Tea,77044
Tea,77043
Beer,77042
Milk,77041
Sugar,77041
Tea,77040
Vegetables,77039
Bread,77038
Bread,77037
Milk,77037
Tea,77037
Sugar,77037
Tea,77035
Sugar,77035
Bread,77034
Tea,77034
Sugar,77033
Fruits,77032
Tea,77031
Tea,77030
Milk,77029
Bread,77028
Fruits,77028
Milk,77028
Tea,77028
Sugar,77028
Fruits,77027
Tea,77026
Fruits,77025
Beer,77024
Sugar,77023
Bread,77022
Beer,77021
Tea,77020
Coffee,77019
Tea,77018
Tea,77017
Tea,77016
Bread,77015
Tea,77015
Bread,77014
Bread,77013
Milk,77013
Tea,77013
Sugar,77013
Fruits,77012
Beer,77012
Milk,77012
Bread,77011
Tea,77011
Beer,77010
Milk,77010
Sugar,77010
Tea,77009
Bread,77008
Tea,77008
Bread,77007
Tea,77007
Tea,76996
Tea,76995
Bread,76922
Fruits,76922
Milk,76922
Tea,76922
Bread,76921
Fruits,76921
Sugar,76921
Bread,75782
Tea,75781
Tea,75779
Milk,75778
Milk,75777
Beer,75776
Tea,75775
Sugar,75775
Tea,75774
Milk,75773
Tea,75773
Milk,75772
Tea,75771
Bread,75770
Tea,75769
Tea,75768
Bread,75746
Tea,75746
Tea,75745
Tea,75744
Tea,75743
Sugar,75741
Bread,75740
Coffee,75740
Tea,75740
Tea,75739
Tea,75738
Beer,75737
Milk,75737
Sugar,75737
Bread,75736
Vegetables,75736
Tea,75736
Sugar,75736
Tea,75735
Tea,75734
Bread,75733
Bread,75732
Tea,75732
Bread,75731
Fruits,75731
Tea,75731
Tea,75730
Bread,75729
Tea,75729
Tea,75728
Tea,75727
Sugar,75726
Sugar,75725
Bread,75724
Coffee,75724
Vegetables,75724
Bread,75722
Bread,75721
Tea,75721
Bread,75719
Tea,75719
Bread,75718
Fruits,75718
Beer,75718
Bread,75717
Bread,75716
Milk,75715
Beer,75714
Bread,75713
Tea,75713
Milk,75712
Sugar,75712
Milk,75711
Bread,75710
Bread,75709
Milk,75709
Tea,75709
Bread,75708
Tea,75708
Sugar,75708
Tea,75707
Milk,75706
Tea,75706
Sugar,75705
Beer,75704
Milk,75704
Tea,75704
Tea,75703
Bread,75702
Tea,75701
Bread,75700
Milk,75700
Tea,75700
Sugar,75700
Tea,75699
Tea,75698
Tea,75697
Fruits,75696
Beer,75696
Sugar,75696
Beer,75695
Milk,75695
Milk,75694
Bread,75693
Bread,75692
Vegetables,75692
Sugar,75691
Bread,75690
Tea,75690
Bread,75689
Vegetables,75689
Fruits,75688
Milk,75688
Sugar,75688
Bread,75687
Milk,75687
Tea,75687
Sugar,75687
Milk,75686
Beer,75685
Bread,75684
Coffee,75684
Fruits,75684
Milk,75684
Tea,75684
Sugar,75684
Fruits,75683
Beer,75683
Bread,75682
Bread,75681
Bread,75680
Tea,75680
Fruits,75679
Milk,75678
Tea,75677
Bread,75676
Fruits,75676
Milk,75676
Tea,75676
Milk,75675
Milk,75674
Tea,75673
Tea,75672
Tea,75671
Tea,75670
Milk,75669
Tea,75669
Sugar,75669
Bread,75667
Tea,75667
Tea,75666
Tea,75665
Bread,75664
Tea,75663
Bread,75662
Tea,75661
Milk,75660
Bread,75659
Coffee,75659
Bread,75658
Tea,75658
Fruits,75657
Beer,75657
Milk,75657
Sugar,75657
Milk,75656
Tea,75655
Sugar,75655
Beer,75654
Tea,75653
Tea,75652
Fruits,75651
Milk,75651
Beer,75650
Tea,75649
Bread,75648
Milk,75647
Milk,75646
Fruits,75645
Tea,75645
Milk,75644
Bread,75643
Tea,75643
Bread,75642
Tea,75642
Sugar,75642
Tea,75641
Bread,75640
Coffee,75640
Bread,75639
Milk,75639
Tea,75639
Bread,75638
Vegetables,75638
Fruits,75637
Milk,75637
Sugar,75637
Beer,75636
Tea,75635
Bread,75634
Tea,75634
Tea,75633
Coffee,75632
Tea,75632
Coffee,75631
Tea,75631
Tea,75630
Milk,75629
Bread,75628
Bread,75627
Sugar,75627
Bread,75622
Tea,75622
Bread,75621
Tea,75621
Bread,75620
Fruits,75620
Tea,75620
Tea,75619
Bread,75423
Coffee,75423
Bread,75422
Tea,75361
Bread,75360
Vegetables,75360
Fruits,75359
Sugar,75358
Milk,75339
Sugar,75339
Tea,75338
Tea,75337
Fruits,75336
Coffee,75335
Tea,75334
Beer,75203
Milk,75202
Bread,75201
Bread,75199
Tea,75198
Tea,75197
Bread,75168
Tea,75167
Tea,75166
Bread,75161
Beer,75160
Milk,75160
Milk,75104
Milk,75043
Bread,75042
Coffee,75042
Tea,75042
Tea,75017
Milk,75016
Milk,75015
Sugar,75015
Coffee,75014
Milk,75009
Bread,75008
Bread,75007
Beer,75006
Milk,75006
Tea,74971
Tea,74970
Tea,74966
Tea,74965
Bread,74790
Tea,74777
Milk,74776
Sugar,74775
Coffee,74774
Beer,74773
Tea,74772
Coffee,74771
Tea,74770
Coffee,74769
Bread,74759
Bread,74758
Bread,74745
Bread,74744
Bread,74736
Bread,74735
Bread,74730
Bread,74729
Tea,74718
Tea,74717
Sugar,74717
Bread,74716
Bread,74587
Sugar,74583
Milk,74582
Tea,74582
Fruits,74578
Beer,74578
Sugar,74578
Fruits,74577
Beer,74577
Milk,74577
Sugar,74577
Tea,74576
Milk,74575
Tea,74575
Fruits,74574
Milk,74574
Beer,74573
Milk,74573
Tea,74572
Bread,74571
Tea,74570
Beer,74544
Fruits,74536
Beer,74536
Milk,74536
Bread,74401
Sugar,74401
Bread,74400
Fruits,74400
Tea,74400
Sugar,74400
Milk,74397
Fruits,74396
Sugar,74396
Beer,74391
Coffee,74390
Tea,74328
Milk,74288
Coffee,74243
Sugar,74243
Bread,74242
Sugar,74242
Bread,74241
Coffee,74240
Tea,74240
Sugar,74239
Coffee,74238
Milk,74237
Sugar,74237
Coffee,74236
Milk,74236
Bread,74235
Milk,74235
Tea,74234
Sugar,74233
Sugar,74232
Tea,74231
Tea,74230
Tea,74229
Bread,74228
Coffee,74228
Beer,74228
Tea,74228
Sugar,74228
Milk,74227
Tea,74227
Beer,74226
Tea,74225
Tea,74224
Tea,74223
Bread,74222
Bread,74221
Bread,74220
Tea,74220
Sugar,74220
Coffee,74219
Milk,74218
Sugar,74217
Tea,74216
Tea,74215
Tea,74214
Tea,74213
Milk,74212
Tea,74211
Bread,74210
Tea,74210
Milk,74209
Bread,74208
Vegetables,74208
Bread,74207
Tea,74207
Sugar,74207
Bread,74206
Fruits,74205
Beer,74205
Fruits,74204
Milk,74203
Tea,74202
Sugar,74201
Milk,74200
Milk,74199
Sugar,74199
Tea,74198
Sugar,74197
Milk,74196
Tea,74196
Bread,74195
Bread,74194
Tea,74194
Sugar,74194
Tea,74193
Tea,74192
Milk,74191
Sugar,74191
Sugar,74190
Beer,74189
Beer,74188
Tea,74187
Bread,74186
Tea,74186
Tea,74185
Tea,74184
Tea,74183
Bread,74182
Milk,74182
Tea,74182
Bread,74181
Tea,74181
Sugar,74181
Bread,74180
Milk,74180
Tea,74180
Milk,74179
Sugar,74179
Sugar,74178
Fruits,74177
Tea,74176
Milk,74175
Tea,74175
Sugar,74175
Milk,74174
Sugar,74174
Beer,74173
Tea,74172
Fruits,74171
Tea,74170
Bread,74169
Milk,74168
Tea,74167
Tea,74166
Tea,74165
Tea,74164
Bread,74163
Tea,74163
Bread,74162
Tea,74162
Tea,74161
Fruits,74160
Sugar,74159
Milk,74158
Sugar,74158
Tea,74157
Tea,74156
Bread,74155
Coffee,74155
Milk,74155
Tea,74155
Sugar,74155
Bread,74154
Coffee,74154
Milk,74154
Tea,74154
Fruits,74153
Milk,74152
Tea,74152
Bread,74151
Tea,74150
Tea,74149
Tea,74148
Fruits,74147
Tea,74146
Tea,74145
Tea,74144
Bread,74143
Tea,74143
Bread,74142
Milk,74142
Tea,74142
Sugar,74142
Bread,74141
Vegetables,74141
Tea,74140
Beer,74139
Beer,74138
Tea,74137
Tea,74136
Bread,74135
Tea,74135
Sugar,74135
Beer,74134
Tea,74134
Tea,74133
Tea,74131
Tea,74130
Bread,74129
Tea,74129
Sugar,74128
Bread,74127
Tea,74126
Milk,74125
Coffee,74124
Bread,74123
Tea,74123
Tea,74122
Bread,74121
Tea,74120
Tea,74119
Tea,74118
Milk,74117
Tea,74116
Tea,74115
Tea,74114
Fruits,74113
Tea,74113
Bread,74112
Tea,74112
Bread,74110
Tea,74110
Bread,74109
Tea,74109
Coffee,74028
Milk,74028
Milk,74027
Sugar,74027
Tea,73964
Beer,73963
Bread,73962
Sugar,73961
Milk,73960
Sugar,73960
Bread,73959
Tea,73959
Sugar,73959
Bread,73958
Fruits,73957
Milk,73957
Tea,73957
Sugar,73957
Milk,73912
Milk,73910
Coffee,73909
Bread,73908
Tea,73908
Sugar,73907
Tea,73906
Tea,73905
Tea,73890
Sugar,73890
Bread,73889
Tea,73889
Sugar,73889
Bread,73888
Sugar,73888
Bread,73887
Milk,73887
Sugar,73887
Bread,73886
Milk,73886
Fruits,73884
Milk,73884
Tea,73882
Bread,73784
Bread,73782
Tea,73725
Bread,73647
Bread,73642
Tea,73577
Bread,73576
Vegetables,73576
Milk,73575
Milk,73574
Milk,73573
Tea,73572
Tea,73571
Bread,73570
Coffee,73569
Tea,73568
Coffee,73567
Bread,73566
Milk,73566
Tea,73566
Bread,73565
Tea,73564
Tea,73563
Tea,73562
Tea,73561
Tea,73560
Bread,73559
Bread,73558
Milk,73557
Milk,73556
Tea,73555
Tea,73554
Tea,73553
Coffee,73552
Sugar,73552
Bread,73551
Tea,73551
Tea,73550
Tea,73549
Tea,73548
Bread,73547
Tea,73547
Tea,73546
Bread,73545
Tea,73545
Sugar,73545
Tea,73544
Bread,73543
Milk,73543
Bread,73542
Tea,73541
Tea,73540
Bread,73539
Vegetables,73539
Sugar,73538
Bread,73537
Bread,73536
Bread,73535
Tea,73535
Bread,73534
Tea,73533
Bread,73532
Beer,73532
Sugar,73532
Bread,73531
Vegetables,73531
Bread,73530
Vegetables,73530
Tea,73529
Tea,73528
Bread,73527
Vegetables,73527
Coffee,73526
Milk,73525
Tea,73524
Bread,73523
Coffee,73523
Tea,73522
Coffee,73521
Fruits,73521
Bread,73520
Bread,73508
Milk,73508
Tea,73500
Bread,73499
Bread,73498
Fruits,73498
Milk,73498
Sugar,73498
Bread,73497
Bread,73490
Vegetables,73490
Bread,73482
Tea,73482
Coffee,73359
Tea,73359
Tea,73358
Beer,73357
Sugar,73357
Tea,73356
Bread,73355
Sugar,73355
Bread,73354
Tea,73354
Bread,73353
Tea,73352
Fruits,73351
Milk,73351
Tea,73350
Milk,73349
Tea,73348
Sugar,73348
Milk,73347
Sugar,73346
Milk,73345
Milk,73344
Sugar,73343
Sugar,73342
Bread,73341
Milk,73341
Sugar,73341
Milk,73340
Tea,73340
Sugar,73340
Sugar,73339
Tea,73338
Beer,73337
Sugar,73336
Tea,73335
Tea,73334
Fruits,73333
Milk,73333
Bread,73332
Milk,73332
Tea,73332
Beer,73331
Milk,73331
Tea,73330
Tea,73329
Beer,73328
Tea,73328
Sugar,73328
Beer,73327
Milk,73326
Bread,73325
Coffee,73325
Milk,73325
Tea,73325
Sugar,73325
Bread,73324
Tea,73323
Coffee,73322
Tea,73321
Bread,73320
Tea,73320
Sugar,73320
Tea,73319
Coffee,73318
Beer,73318
Tea,73317
Milk,73316
Milk,73315
Milk,73314
Tea,73313
Bread,73312
Vegetables,73312
Bread,73311
Bread,73310
Coffee,73310
Bread,73309
Tea,73309
Sugar,73309
Bread,73308
Bread,73307
Tea,73306
Fruits,73305
Beer,73305
Milk,73305
Bread,73304
Tea,73304
Sugar,73304
Tea,73303
Tea,73302
Coffee,73301
Sugar,73300
Tea,73299
Tea,73298
Sugar,73298
Milk,73297
Tea,73297
Sugar,73297
Bread,73296
Milk,73296
Tea,73296
Sugar,73296
Sugar,73295
Tea,73294
Sugar,73293
Sugar,73292
Tea,73291
Bread,73290
Tea,73289
Fruits,73288
Sugar,73288
Tea,73287
Coffee,73286
Beer,73286
Tea,73285
Sugar,73285
Bread,73284
Tea,73284
Fruits,73283
Sugar,73283
Coffee,73282
Tea,73282
Bread,73281
Fruits,73281
Milk,73281
Sugar,73281
Tea,73280
Milk,73279
Bread,73278
Sugar,73277
Bread,73276
Milk,73275
Tea,73275
Tea,73274
Bread,73273
Milk,73272
Fruits,73271
Beer,73271
Tea,73270
Milk,73269
Fruits,73268
Milk,73268
Sugar,73268
Beer,73267
Milk,73267
Beer,73266
Tea,73266
Bread,73265
Tea,73265
Bread,73264
Tea,73263
Bread,73261
Tea,73261
Bread,73260
